image_path,design_group
data/training/custom_1500/images/boat/boat_0069.jpeg,boat
data/training/custom_1500/images/boat/boat_0070.jpeg,boat
data/training/custom_1500/images/boat/boat_0071.jpeg,boat
data/training/custom_1500/images/boat/boat_0072.jpeg,boat
data/training/custom_1500/images/boat/boat_0073.jpeg,boat
data/training/custom_1500/images/boat/boat_0074.jpeg,boat
data/training/custom_1500/images/boat/boat_0075.jpeg,boat
data/training/custom_1500/images/boat/boat_0076.jpeg,boat
data/training/custom_1500/images/boat/boat_0077.jpeg,boat
data/training/custom_1500/images/boat/boat_0078.jpeg,boat
data/training/custom_1500/images/boat/boat_0079.jpeg,boat
data/training/custom_1500/images/boat/boat_0080.jpeg,boat
data/training/custom_1500/images/boat/boat_0081.jpeg,boat
data/training/custom_1500/images/boat/boat_0082.jpeg,boat
data/training/custom_1500/images/boat/boat_0083.jpeg,boat
data/training/custom_1500/images/boat/boat_0084.jpeg,boat
data/training/custom_1500/images/boat/boat_0085.jpeg,boat
data/training/custom_1500/images/boat/boat_0086.jpeg,boat
data/training/custom_1500/images/boat/boat_0087.jpeg,boat
data/training/custom_1500/images/boat/boat_0088.jpeg,boat
data/training/custom_1500/images/boat/boat_0089.jpeg,boat
data/training/custom_1500/images/boat/boat_0090.jpeg,boat
data/training/custom_1500/images/boat/boat_0091.jpeg,boat
data/training/custom_1500/images/boat/boat_0092.jpeg,boat
data/training/custom_1500/images/boat/boat_0093.jpeg,boat
data/training/custom_1500/images/boat/boat_0094.jpeg,boat
data/training/custom_1500/images/boat/boat_0095.jpeg,boat
data/training/custom_1500/images/boat/boat_0096.jpeg,boat
data/training/custom_1500/images/boat/boat_0097.jpeg,boat
data/training/custom_1500/images/boat/boat_0098.jpeg,boat
data/training/custom_1500/images/boat/boat_0099.jpeg,boat
data/training/custom_1500/images/boat/boat_0100.jpeg,boat
data/training/custom_1500/images/boat/boat_0101.jpeg,boat
data/training/custom_1500/images/boat/boat_0102.jpeg,boat
data/training/custom_1500/images/boat/boat_0103.jpeg,boat
data/training/custom_1500/images/boat/boat_0104.jpeg,boat
data/training/custom_1500/images/boat/boat_0105.jpeg,boat
data/training/custom_1500/images/boat/boat_0106.jpeg,boat
data/training/custom_1500/images/boat/boat_0107.jpeg,boat
data/training/custom_1500/images/boat/boat_0108.jpeg,boat
data/training/custom_1500/images/boat/boat_0109.jpeg,boat
data/training/custom_1500/images/boat/boat_0110.jpeg,boat
data/training/custom_1500/images/boat/boat_0111.jpeg,boat
data/training/custom_1500/images/boat/boat_0112.jpeg,boat
data/training/custom_1500/images/boat/boat_0113.jpeg,boat
data/training/custom_1500/images/boat/boat_0114.jpeg,boat
data/training/custom_1500/images/boat/boat_0115.jpeg,boat
data/training/custom_1500/images/boat/boat_0116.jpeg,boat
data/training/custom_1500/images/boat/boat_0117.jpeg,boat
data/training/custom_1500/images/boat/boat_0118.jpeg,boat
data/training/custom_1500/images/boat/boat_0119.jpeg,boat
data/training/custom_1500/images/boat/boat_0120.jpeg,boat
data/training/custom_1500/images/boat/boat_0121.jpeg,boat
data/training/custom_1500/images/boat/boat_0122.jpeg,boat
data/training/custom_1500/images/boat/boat_0123.jpeg,boat
data/training/custom_1500/images/boat/boat_0124.jpeg,boat
data/training/custom_1500/images/boat/boat_0125.jpeg,boat
data/training/custom_1500/images/boat/boat_0126.jpeg,boat
data/training/custom_1500/images/boat/boat_0127.jpeg,boat
data/training/custom_1500/images/boat/boat_0128.jpeg,boat
data/training/custom_1500/images/boat/boat_0129.jpeg,boat
data/training/custom_1500/images/boat/boat_0130.jpeg,boat
data/training/custom_1500/images/boat/boat_0131.jpeg,boat
data/training/custom_1500/images/boat/boat_0132.jpeg,boat
data/training/custom_1500/images/boat/boat_0133.jpeg,boat
data/training/custom_1500/images/boat/boat_0134.jpeg,boat
data/training/custom_1500/images/boat/boat_0135.jpeg,boat
data/training/custom_1500/images/boat/boat_0136.jpeg,boat
data/training/custom_1500/images/boat/boat_0137.jpeg,boat
data/training/custom_1500/images/boat/boat_0138.jpeg,boat
data/training/custom_1500/images/boat/boat_0139.jpeg,boat
data/training/custom_1500/images/boat/boat_0140.jpeg,boat
data/training/custom_1500/images/boat/boat_0141.jpeg,boat
data/training/custom_1500/images/boat/boat_0142.jpeg,boat
data/training/custom_1500/images/boat/boat_0143.jpeg,boat
data/training/custom_1500/images/boat/boat_0144.jpeg,boat
data/training/custom_1500/images/boat/boat_0145.jpeg,boat
data/training/custom_1500/images/boat/boat_0146.jpeg,boat
data/training/custom_1500/images/boat/boat_0147.jpeg,boat
data/training/custom_1500/images/boat/boat_0148.jpeg,boat
data/training/custom_1500/images/boat/boat_0149.jpeg,boat
data/training/custom_1500/images/boat/boat_0150.jpeg,boat
data/training/custom_1500/images/boat/boat_0151.jpeg,boat
data/training/custom_1500/images/boat/boat_0152.jpeg,boat
data/training/custom_1500/images/boat/boat_0153.jpeg,boat
data/training/custom_1500/images/boat/boat_0154.jpeg,boat
data/training/custom_1500/images/boat/boat_0155.jpeg,boat
data/training/custom_1500/images/boat/boat_0156.jpeg,boat
data/training/custom_1500/images/boat/boat_0157.jpeg,boat
data/training/custom_1500/images/boat/boat_0158.jpeg,boat
data/training/custom_1500/images/boat/boat_0159.jpeg,boat
data/training/custom_1500/images/boat/boat_0160.jpeg,boat
data/training/custom_1500/images/boat/boat_0161.jpeg,boat
data/training/custom_1500/images/boat/boat_0162.jpeg,boat
data/training/custom_1500/images/boat/boat_0163.jpeg,boat
data/training/custom_1500/images/boat/boat_0164.jpeg,boat
data/training/custom_1500/images/boat/boat_0165.jpeg,boat
data/training/custom_1500/images/boat/boat_0166.jpeg,boat
data/training/custom_1500/images/boat/boat_0167.jpeg,boat
data/training/custom_1500/images/boat/boat_0168.jpeg,boat
data/training/custom_1500/images/boat/boat_0169.jpeg,boat
data/training/custom_1500/images/boat/boat_0170.jpeg,boat
data/training/custom_1500/images/boat/boat_0171.jpeg,boat
data/training/custom_1500/images/boat/boat_0172.jpeg,boat
data/training/custom_1500/images/boat/boat_0173.jpeg,boat
data/training/custom_1500/images/boat/boat_0174.jpeg,boat
data/training/custom_1500/images/boat/boat_0175.jpeg,boat
data/training/custom_1500/images/boat/boat_0176.jpeg,boat
data/training/custom_1500/images/boat/boat_0177.jpeg,boat
data/training/custom_1500/images/boat/boat_0178.jpeg,boat
data/training/custom_1500/images/boat/boat_0179.jpeg,boat
data/training/custom_1500/images/boat/boat_0180.jpeg,boat
data/training/custom_1500/images/boat/boat_0181.jpeg,boat
data/training/custom_1500/images/boat/boat_0182.jpeg,boat
data/training/custom_1500/images/boat/boat_0183.jpeg,boat
data/training/custom_1500/images/boat/boat_0184.jpeg,boat
data/training/custom_1500/images/boat/boat_0185.jpeg,boat
data/training/custom_1500/images/boat/boat_0186.jpeg,boat
data/training/custom_1500/images/boat/boat_0187.jpeg,boat
data/training/custom_1500/images/boat/boat_0188.jpeg,boat
data/training/custom_1500/images/boat/boat_0189.jpeg,boat
data/training/custom_1500/images/boat/boat_0190.jpeg,boat
data/training/custom_1500/images/boat/boat_0191.jpeg,boat
data/training/custom_1500/images/boat/boat_0192.jpeg,boat
data/training/custom_1500/images/boat/boat_0193.jpeg,boat
data/training/custom_1500/images/boat/boat_0194.jpeg,boat
data/training/custom_1500/images/boat/boat_0195.jpeg,boat
data/training/custom_1500/images/boat/boat_0196.jpeg,boat
data/training/custom_1500/images/boat/boat_0197.jpeg,boat
data/training/custom_1500/images/boat/boat_0198.jpeg,boat
data/training/custom_1500/images/boat/boat_0199.jpeg,boat
data/training/custom_1500/images/boat/boat_0200.jpeg,boat
data/training/custom_1500/images/boat/boat_0201.jpeg,boat
data/training/custom_1500/images/boat/boat_0202.jpeg,boat
data/training/custom_1500/images/boat/boat_0203.jpeg,boat
data/training/custom_1500/images/boat/boat_0204.jpeg,boat
data/training/custom_1500/images/boat/boat_0205.jpeg,boat
data/training/custom_1500/images/boat/boat_0206.jpeg,boat
data/training/custom_1500/images/boat/boat_0207.jpeg,boat
data/training/custom_1500/images/boat/boat_0208.jpeg,boat
data/training/custom_1500/images/boat/boat_0209.jpeg,boat
data/training/custom_1500/images/boat/boat_0210.jpeg,boat
data/training/custom_1500/images/boat/boat_0211.jpeg,boat
data/training/custom_1500/images/boat/boat_0212.jpeg,boat
data/training/custom_1500/images/boat/boat_0213.jpeg,boat
data/training/custom_1500/images/boat/boat_0214.jpeg,boat
data/training/custom_1500/images/boat/boat_0215.jpeg,boat
data/training/custom_1500/images/boat/boat_0216.jpeg,boat
data/training/custom_1500/images/boat/boat_0217.jpeg,boat
data/training/custom_1500/images/boat/boat_0218.jpeg,boat
data/training/custom_1500/images/boat/boat_0219.jpeg,boat
data/training/custom_1500/images/boat/boat_0220.jpeg,boat
data/training/custom_1500/images/boat/boat_0221.jpeg,boat
data/training/custom_1500/images/boat/boat_0222.jpeg,boat
data/training/custom_1500/images/boat/boat_0223.jpeg,boat
data/training/custom_1500/images/boat/boat_0224.jpeg,boat
data/training/custom_1500/images/boat/boat_0225.jpeg,boat
data/training/custom_1500/images/boat/boat_0226.jpeg,boat
data/training/custom_1500/images/boat/boat_0227.jpeg,boat
data/training/custom_1500/images/boat/boat_0228.jpeg,boat
data/training/custom_1500/images/boat/boat_0229.jpeg,boat
data/training/custom_1500/images/boat/boat_0230.jpeg,boat
data/training/custom_1500/images/boat/boat_0231.jpeg,boat
data/training/custom_1500/images/boat/boat_0232.jpeg,boat
data/training/custom_1500/images/boat/boat_0233.jpeg,boat
data/training/custom_1500/images/boat/boat_0234.jpeg,boat
data/training/custom_1500/images/boat/boat_0235.jpeg,boat
data/training/custom_1500/images/boat/boat_0236.jpeg,boat
data/training/custom_1500/images/boat/boat_0237.jpeg,boat
data/training/custom_1500/images/boat/boat_0238.jpeg,boat
data/training/custom_1500/images/boat/boat_0239.jpeg,boat
data/training/custom_1500/images/boat/boat_0240.jpeg,boat
data/training/custom_1500/images/boat/boat_0241.jpeg,boat
data/training/custom_1500/images/boat/boat_0242.jpeg,boat
data/training/custom_1500/images/boat/boat_0243.jpeg,boat
data/training/custom_1500/images/boat/boat_0244.jpeg,boat
data/training/custom_1500/images/boat/boat_0245.jpeg,boat
data/training/custom_1500/images/boat/boat_0246.jpeg,boat
data/training/custom_1500/images/boat/boat_0247.jpeg,boat
data/training/custom_1500/images/boat/boat_0248.jpeg,boat
data/training/custom_1500/images/boat/boat_0249.jpeg,boat
data/training/custom_1500/images/boat/boat_0250.jpeg,boat
data/training/custom_1500/images/boat/boat_0251.jpeg,boat
data/training/custom_1500/images/boat/boat_0252.jpeg,boat
data/training/custom_1500/images/boat/boat_0253.jpeg,boat
data/training/custom_1500/images/boat/boat_0254.jpeg,boat
data/training/custom_1500/images/boat/boat_0255.jpeg,boat
data/training/custom_1500/images/boat/boat_0256.jpeg,boat
data/training/custom_1500/images/boat/boat_0257.jpeg,boat
data/training/custom_1500/images/boat/boat_0258.jpeg,boat
data/training/custom_1500/images/boat/boat_0259.jpeg,boat
data/training/custom_1500/images/boat/boat_0260.jpeg,boat
data/training/custom_1500/images/boat/boat_0261.jpeg,boat
data/training/custom_1500/images/boat/boat_0262.jpeg,boat
data/training/custom_1500/images/boat/boat_0263.jpeg,boat
data/training/custom_1500/images/boat/boat_0264.jpeg,boat
data/training/custom_1500/images/boat/boat_0265.jpeg,boat
data/training/custom_1500/images/boat/boat_0266.jpeg,boat
data/training/custom_1500/images/boat/boat_0267.jpeg,boat
data/training/custom_1500/images/boat/boat_0268.jpeg,boat
data/training/custom_1500/images/boat/boat_0269.jpeg,boat
data/training/custom_1500/images/boat/boat_0270.jpeg,boat
data/training/custom_1500/images/boat/boat_0271.jpeg,boat
data/training/custom_1500/images/boat/boat_0272.jpeg,boat
data/training/custom_1500/images/boat/boat_0273.jpeg,boat
data/training/custom_1500/images/boat/boat_0274.jpeg,boat
data/training/custom_1500/images/boat/boat_0275.jpeg,boat
data/training/custom_1500/images/boat/boat_0276.jpeg,boat
data/training/custom_1500/images/boat/boat_0277.jpeg,boat
data/training/custom_1500/images/boat/boat_0278.jpeg,boat
data/training/custom_1500/images/boat/boat_0279.jpeg,boat
data/training/custom_1500/images/boat/boat_0280.jpeg,boat
data/training/custom_1500/images/boat/boat_0281.jpeg,boat
data/training/custom_1500/images/boat/boat_0282.jpeg,boat
data/training/custom_1500/images/boat/boat_0283.jpeg,boat
data/training/custom_1500/images/boat/boat_0284.jpeg,boat
data/training/custom_1500/images/boat/boat_0285.jpeg,boat
data/training/custom_1500/images/boat/boat_0286.jpeg,boat
data/training/custom_1500/images/boat/boat_0287.jpeg,boat
data/training/custom_1500/images/boat/boat_0288.jpeg,boat
data/training/custom_1500/images/boat/boat_0289.jpeg,boat
data/training/custom_1500/images/boat/boat_0290.jpeg,boat
data/training/custom_1500/images/boat/boat_0291.jpeg,boat
data/training/custom_1500/images/boat/boat_0292.jpeg,boat
data/training/custom_1500/images/boat/boat_0293.jpeg,boat
data/training/custom_1500/images/boat/boat_0294.jpeg,boat
data/training/custom_1500/images/boat/boat_0295.jpeg,boat
data/training/custom_1500/images/boat/boat_0296.jpeg,boat
data/training/custom_1500/images/boat/boat_0297.jpeg,boat
data/training/custom_1500/images/boat/boat_0298.jpeg,boat
data/training/custom_1500/images/boat/boat_0299.jpeg,boat
data/training/custom_1500/images/boat/boat_0300.jpeg,boat
data/training/custom_1500/images/boat/boat_0301.jpeg,boat
data/training/custom_1500/images/boat/boat_0302.jpeg,boat
data/training/custom_1500/images/boat/boat_0303.jpeg,boat
data/training/custom_1500/images/boat/boat_0304.jpeg,boat
data/training/custom_1500/images/boat/boat_0305.jpeg,boat
data/training/custom_1500/images/boat/boat_0306.jpeg,boat
data/training/custom_1500/images/boat/boat_0307.jpeg,boat
data/training/custom_1500/images/boat/boat_0308.jpeg,boat
data/training/custom_1500/images/boat/boat_0309.jpeg,boat
data/training/custom_1500/images/boat/boat_0310.jpeg,boat
data/training/custom_1500/images/boat/boat_0311.jpeg,boat
data/training/custom_1500/images/boat/boat_0312.jpeg,boat
data/training/custom_1500/images/boat/boat_0313.jpeg,boat
data/training/custom_1500/images/boat/boat_0314.jpeg,boat
data/training/custom_1500/images/boat/boat_0315.jpeg,boat
data/training/custom_1500/images/boat/boat_0316.jpeg,boat
data/training/custom_1500/images/boat/boat_0317.jpeg,boat
data/training/custom_1500/images/boat/boat_0318.jpeg,boat
data/training/custom_1500/images/boat/boat_0319.jpeg,boat
data/training/custom_1500/images/boat/boat_0320.jpeg,boat
data/training/custom_1500/images/boat/boat_0321.jpeg,boat
data/training/custom_1500/images/boat/boat_0322.jpeg,boat
data/training/custom_1500/images/boat/boat_0323.jpeg,boat
data/training/custom_1500/images/boat/boat_0324.jpeg,boat
data/training/custom_1500/images/boat/boat_0325.jpeg,boat
data/training/custom_1500/images/boat/boat_0326.jpeg,boat
data/training/custom_1500/images/boat/boat_0327.jpeg,boat
data/training/custom_1500/images/boat/boat_0328.jpeg,boat
data/training/custom_1500/images/boat/boat_0329.jpeg,boat
data/training/custom_1500/images/boat/boat_0330.jpeg,boat
data/training/custom_1500/images/boat/boat_0331.jpeg,boat
data/training/custom_1500/images/boat/boat_0332.jpeg,boat
data/training/custom_1500/images/boat/boat_0333.jpeg,boat
data/training/custom_1500/images/boat/boat_0334.jpeg,boat
data/training/custom_1500/images/boat/boat_0335.jpeg,boat
data/training/custom_1500/images/boat/boat_0336.jpeg,boat
data/training/custom_1500/images/boat/boat_0337.jpeg,boat
data/training/custom_1500/images/boat/boat_0338.jpeg,boat
data/training/custom_1500/images/boat/boat_0339.jpeg,boat
data/training/custom_1500/images/boat/boat_0340.jpeg,boat
data/training/custom_1500/images/boat/boat_0341.jpeg,boat
data/training/custom_1500/images/boat/boat_0342.jpeg,boat
data/training/custom_1500/images/boat/boat_0343.jpeg,boat
data/training/custom_1500/images/boat/boat_0344.jpeg,boat
data/training/custom_1500/images/boat/boat_0345.jpeg,boat
data/training/custom_1500/images/boat/boat_0346.jpeg,boat
data/training/custom_1500/images/boat/boat_0347.jpeg,boat
data/training/custom_1500/images/boat/boat_0348.jpeg,boat
data/training/custom_1500/images/boat/boat_0349.jpeg,boat
data/training/custom_1500/images/boat/boat_0350.jpeg,boat
data/training/custom_1500/images/boat/boat_0351.jpeg,boat
data/training/custom_1500/images/boat/boat_0352.jpeg,boat
data/training/custom_1500/images/boat/boat_0353.jpeg,boat
data/training/custom_1500/images/boat/boat_0354.jpeg,boat
data/training/custom_1500/images/boat/boat_0355.jpeg,boat
data/training/custom_1500/images/boat/boat_0356.jpeg,boat
data/training/custom_1500/images/boat/boat_0357.jpeg,boat
data/training/custom_1500/images/boat/boat_0358.jpeg,boat
data/training/custom_1500/images/boat/boat_0359.jpeg,boat
data/training/custom_1500/images/boat/boat_0360.jpeg,boat
data/training/custom_1500/images/boat/boat_0361.jpeg,boat
data/training/custom_1500/images/boat/boat_0362.jpeg,boat
data/training/custom_1500/images/boat/boat_0363.jpeg,boat
data/training/custom_1500/images/boat/boat_0364.jpeg,boat
data/training/custom_1500/images/boat/boat_0365.jpeg,boat
data/training/custom_1500/images/boat/boat_0366.jpeg,boat
data/training/custom_1500/images/boat/boat_0367.jpeg,boat
data/training/custom_1500/images/boat/boat_0368.jpeg,boat
data/training/custom_1500/images/boat/boat_0369.jpeg,boat
data/training/custom_1500/images/boat/boat_0370.jpeg,boat
data/training/custom_1500/images/boat/boat_0371.jpeg,boat
data/training/custom_1500/images/boat/boat_0372.jpeg,boat
data/training/custom_1500/images/boat/boat_0373.jpeg,boat
data/training/custom_1500/images/boat/boat_0374.jpeg,boat
data/training/custom_1500/images/boat/boat_0375.jpeg,boat
data/training/custom_1500/images/boat/boat_0376.jpeg,boat
data/training/custom_1500/images/boat/boat_0377.jpeg,boat
data/training/custom_1500/images/boat/boat_0378.jpeg,boat
data/training/custom_1500/images/boat/boat_0379.jpeg,boat
data/training/custom_1500/images/boat/boat_0380.jpeg,boat
data/training/custom_1500/images/boat/boat_0381.jpeg,boat
data/training/custom_1500/images/boat/boat_0382.jpeg,boat
data/training/custom_1500/images/boat/boat_0383.jpeg,boat
data/training/custom_1500/images/boat/boat_0384.jpeg,boat
data/training/custom_1500/images/boat/boat_0385.jpeg,boat
data/training/custom_1500/images/boat/boat_0386.jpeg,boat
data/training/custom_1500/images/boat/boat_0387.jpeg,boat
data/training/custom_1500/images/boat/boat_0388.jpeg,boat
data/training/custom_1500/images/boat/boat_0389.jpeg,boat
data/training/custom_1500/images/boat/boat_0390.jpeg,boat
data/training/custom_1500/images/boat/boat_0391.jpeg,boat
data/training/custom_1500/images/boat/boat_0392.jpeg,boat
data/training/custom_1500/images/boat/boat_0393.jpeg,boat
data/training/custom_1500/images/boat/boat_0394.jpeg,boat
data/training/custom_1500/images/boat/boat_0395.jpeg,boat
data/training/custom_1500/images/boat/boat_0396.jpeg,boat
data/training/custom_1500/images/boat/boat_0397.jpeg,boat
data/training/custom_1500/images/boat/boat_0398.jpeg,boat
data/training/custom_1500/images/boat/boat_0399.jpeg,boat
data/training/custom_1500/images/boat/boat_0400.jpeg,boat
data/training/custom_1500/images/boat/boat_0401.jpeg,boat
data/training/custom_1500/images/boat/boat_0402.jpeg,boat
data/training/custom_1500/images/boat/boat_0403.jpeg,boat
data/training/custom_1500/images/boat/boat_0404.jpeg,boat
data/training/custom_1500/images/boat/boat_0405.jpeg,boat
data/training/custom_1500/images/boat/boat_0406.jpeg,boat
data/training/custom_1500/images/boat/boat_0407.jpeg,boat
data/training/custom_1500/images/boat/boat_0408.jpeg,boat
data/training/custom_1500/images/boat/boat_0409.jpeg,boat
data/training/custom_1500/images/boat/boat_0410.jpeg,boat
data/training/custom_1500/images/boat/boat_0411.jpeg,boat
data/training/custom_1500/images/boat/boat_0412.jpeg,boat
data/training/custom_1500/images/boat/boat_0413.jpeg,boat
data/training/custom_1500/images/boat/boat_0414.jpeg,boat
data/training/custom_1500/images/boat/boat_0415.jpeg,boat
data/training/custom_1500/images/boat/boat_0416.jpeg,boat
data/training/custom_1500/images/boat/boat_0417.jpeg,boat
data/training/custom_1500/images/boat/boat_0418.jpeg,boat
data/training/custom_1500/images/boat/boat_0419.jpeg,boat
data/training/custom_1500/images/boat/boat_0420.jpeg,boat
data/training/custom_1500/images/boat/boat_0421.jpeg,boat
data/training/custom_1500/images/boat/boat_0422.jpeg,boat
data/training/custom_1500/images/boat/boat_0423.jpeg,boat
data/training/custom_1500/images/boat/boat_0424.jpeg,boat
data/training/custom_1500/images/boat/boat_0425.jpeg,boat
data/training/custom_1500/images/boat/boat_0426.jpeg,boat
data/training/custom_1500/images/boat/boat_0427.jpeg,boat
data/training/custom_1500/images/boat/boat_0428.jpeg,boat
data/training/custom_1500/images/boat/boat_0429.jpeg,boat
data/training/custom_1500/images/boat/boat_0430.jpeg,boat
data/training/custom_1500/images/boat/boat_0431.jpeg,boat
data/training/custom_1500/images/boat/boat_0432.jpeg,boat
data/training/custom_1500/images/boat/boat_0433.jpeg,boat
data/training/custom_1500/images/boat/boat_0434.jpeg,boat
data/training/custom_1500/images/boat/boat_0435.jpeg,boat
data/training/custom_1500/images/boat/boat_0436.jpeg,boat
data/training/custom_1500/images/boat/boat_0437.jpeg,boat
data/training/custom_1500/images/boat/boat_0438.jpeg,boat
data/training/custom_1500/images/boat/boat_0439.jpeg,boat
data/training/custom_1500/images/boat/boat_0440.jpeg,boat
data/training/custom_1500/images/boat/boat_0441.jpeg,boat
data/training/custom_1500/images/boat/boat_0442.jpeg,boat
data/training/custom_1500/images/boat/boat_0443.jpeg,boat
data/training/custom_1500/images/boat/boat_0444.jpeg,boat
data/training/custom_1500/images/boat/boat_0445.jpeg,boat
data/training/custom_1500/images/boat/boat_0446.jpeg,boat
data/training/custom_1500/images/boat/boat_0447.jpeg,boat
data/training/custom_1500/images/boat/boat_0448.jpeg,boat
data/training/custom_1500/images/boat/boat_0449.jpeg,boat
data/training/custom_1500/images/boat/boat_0450.jpeg,boat
data/training/custom_1500/images/boat/boat_0451.jpeg,boat
data/training/custom_1500/images/boat/boat_0452.jpeg,boat
data/training/custom_1500/images/boat/boat_0453.jpeg,boat
data/training/custom_1500/images/boat/boat_0454.jpeg,boat
data/training/custom_1500/images/boat/boat_0455.jpeg,boat
data/training/custom_1500/images/boat/boat_0456.jpeg,boat
data/training/custom_1500/images/boat/boat_0457.jpeg,boat
data/training/custom_1500/images/boat/boat_0458.jpeg,boat
data/training/custom_1500/images/boat/boat_0459.jpeg,boat
data/training/custom_1500/images/boat/boat_0460.jpeg,boat
data/training/custom_1500/images/boat/boat_0461.jpeg,boat
data/training/custom_1500/images/boat/boat_0462.jpeg,boat
data/training/custom_1500/images/boat/boat_0463.jpeg,boat
data/training/custom_1500/images/boat/boat_0464.jpeg,boat
data/training/custom_1500/images/boat/boat_0465.jpeg,boat
data/training/custom_1500/images/boat/boat_0466.jpeg,boat
data/training/custom_1500/images/boat/boat_0467.jpeg,boat
data/training/custom_1500/images/boat/boat_0468.jpeg,boat
data/training/custom_1500/images/boat/boat_0469.jpeg,boat
data/training/custom_1500/images/boat/boat_0470.jpeg,boat
data/training/custom_1500/images/boat/boat_0471.jpeg,boat
data/training/custom_1500/images/boat/boat_0472.jpeg,boat
data/training/custom_1500/images/boat/boat_0473.jpeg,boat
data/training/custom_1500/images/boat/boat_0474.jpeg,boat
data/training/custom_1500/images/boat/boat_0475.jpeg,boat
data/training/custom_1500/images/boat/boat_0476.jpeg,boat
data/training/custom_1500/images/boat/boat_0477.jpeg,boat
data/training/custom_1500/images/boat/boat_0478.jpeg,boat
data/training/custom_1500/images/boat/boat_0479.jpeg,boat
data/training/custom_1500/images/boat/boat_0480.jpeg,boat
data/training/custom_1500/images/boat/boat_0481.jpeg,boat
data/training/custom_1500/images/boat/boat_0482.jpeg,boat
